County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative deaths,Area of Concern Category,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days(may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days__1,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting)__1,Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting)__1,% tests resulted in 3 or fewer days - absolute change__1,Viral (RT-PCR) lab test positivity rate - 15-21 days ago (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - 15-21 days ago (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - 15-21 days ago (may be an underestimate due to delayed reporting),Median test latency - 15-21 days ago,% tests resulted in 3 or fewer days - 15-21 days ago,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions per 100 inpatient beds - percent increase,Suspected COVID-19 admissions per 100 inpatient beds - percent increase,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Native American / Alaskan Native,% Asian,SVI score,CCVI score,Forecasted case trajectory
"Sherburne County, MN",27141,Large fringe metro,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,MN,Region 5,97238,0.0267,0.0172,3.00E-04,0,0,1.00E-04,170,175,3,3.1,-0.46,-0.25,0.00017783,312,321,4,4.1,8136,64,SustainedHotspot,0.055,4299,4421,0.99,-0.02,-0.14,0.01,0.075,5014,5156,1,0.98,-0.006,0.16,-0.01,0.081,4321,4444,1,0.99,0,0,0,0,0.78,0.06,0.72,0.33,0.03,0,-1,-1,0.13,-0.11,-0.16,-0.2,-0.11,-0.09,1,26.85714286,2.571428571,5,1,1,1,1,0.029002981,0.07083553,0.117227833,2.87,0.030420206,0.027664082,0.01,0.012639092,0.0885,0.062719,Uncertain
"Indiana County, PA",42063,Micropolitan,"Indiana, PA",Micropolitan,PA,Region 3,84073,1,0.0066,3.00E-04,9377,0.1115,1.00E-04,169,201,9,10.7,-0.44,1.25,0.00017213,302,359,4,4.8,4455,139,SustainedHotspot,0.108,1208,1437,0.9,-0.044,0.05,-0.02,0.153,1146,1363,1,0.92,0.02,-0.07,0.1,0.133,1230,1463,2,0.82,8,6,11,9,0.63,0.07,0.54,0.2,0.09,0.03,-0.28,-0.5,0,-0.05,-0.04,-0.15,0.03,-0.01,1,126.5714286,12,23,1,1,1,1,0.087020422,0.168466739,0.200088019,2.36,0.026655407,0.013631011,0,0.010919082,0.5484,0.428208,Uncertain
"Sauk County, WI",55111,Micropolitan,"Baraboo, WI",Micropolitan,WI,Region 5,64442,1,0.0111,2.00E-04,0,0,1.00E-04,169,262,1,1.6,-0.06,-0.8,0.000102594,180,279,5,7.8,5062,37,SustainedHotspot,0.079,2484,3855,0.9,-0.008,0.09,-0.09,0.087,2277,3533,2,0.99,0.006,-0.07,-0.01,0.081,2459,3816,2,1,20,16,23,18,0.3,0.06,0.56,0.26,0.05,0.05,-0.09,-0.18,-0.05,0,-0.06,-0.06,-0.02,-0.01,3,129,10,19,1,1,1,1,0.062818066,0.104194966,0.19057447,2.4,0.011638372,0.053924459,0.01,0.007355451,0.2344,0.098058,Uncertain
"Gloucester County, VA",51073,Large fringe metro,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan,VA,Region 3,37348,0.0211,0.0044,1.00E-04,0,0,1.00E-04,168,450,5,13.4,0.21,1.5,7.92E-05,139,372,2,5.4,1173,14,SustainedHotspot,0.252,619,1657,0.97,-0.078,-0.24,0.01,0.33,817,2188,2,0.96,0.131,0.34,0.23,0.199,608,1628,2,0.73,3,3,11,11,0.34,0.09,0.79,0.43,0.38,0.3,0,0.83,-0.03,-0.03,0.02,-0.18,0,-0.09,1,104,12,13,1,1,1,1,0.084867215,0.085224628,0.196235408,2.5,0.077380315,0.037779801,0.01,0.00891614,0.0366,0.108564,Uncertain
"Alcorn County, MS",28003,Micropolitan,"Corinth, MS",Micropolitan,MS,Region 4,36953,1,0.0124,1.00E-04,0,0,1.00E-04,167,452,6,16.2,-0.18,0.2,0.000116273,204,552,5,13.5,2606,51,SustainedHotspot,0.145,351,950,0.97,-0.072,0.21,0.03,0.217,290,785,0,0.94,0.01,0.09,0.1,0.207,266,720,0,0.84,30,20,3,2,0.67,0.15,0.79,0.35,0.17,0.09,-0.17,0.5,-0.08,-0.04,-0.12,-0.09,-0.01,0.07,1,150,24,28,1,1,1,1,0.15332896,0.170824652,0.188482667,2.52,0.12177631,0.032176007,0,0.003923903,0.6955,0.347342,Uncertain
"Knox County, IN",18083,Micropolitan,"Vincennes, IN",Micropolitan,IN,Region 5,36594,1,0.0054,1.00E-04,4970,0.1358,1.00E-04,167,456,0,0,0.23,-1,7.75E-05,136,372,1,2.7,3241,39,SustainedHotspot,0.132,295,806,0.85,-0.033,-0.13,-0.01,0.166,338,924,3,0.86,0.022,-0.27,0.08,0.144,466,1273,3,0.78,10,7,4,3,0.71,0.11,0.74,0.21,0.29,0.01,-0.33,-0.5,-0.02,-0.02,0.06,0.03,0.07,0,1,144,29,29,1,1,1,1,0.079243633,0.171798611,0.184073892,2.35,0.028911843,0.022544679,0,0.00964639,0.5927,0.479465,Uncertain
"Shiawassee County, MI",26155,Micropolitan,"Lansing-East Lansing, MI",Metropolitan,MI,Region 5,68122,0.1238,0.0068,2.00E-04,0,0,1.00E-04,165,242,5,7.3,-0.16,4,0.000111714,196,288,1,1.5,3315,64,SustainedHotspot,0.11,1597,2344,0.98,0.004,0.02,0,0.106,1563,2294,1,0.98,0.004,0.17,0,0.102,1331,1954,1,0.98,13,19,4,6,0.55,0.15,0.67,0.35,0.12,0.04,-0.01,-0.33,-0.17,-0.04,0,0.12,0.04,-0.03,1,66.71428571,7,16,1,1,1,1,0.056635088,0.113854494,0.190408385,2.44,0.006855348,0.030856405,0.01,0.005299316,0.1325,0.411971,Uncertain
"Columbia County, WI",55021,Medium metro,"Madison, WI",Metropolitan,WI,Region 5,57532,0.0865,0.0099,2.00E-04,0,0,1.00E-04,163,283,3,5.2,-0.24,2,0.000121973,214,372,1,1.7,4897,42,SustainedHotspot,0.053,2112,3671,0.97,-0.035,0.44,0.01,0.088,1471,2557,1,0.96,0.025,-0.06,-0.02,0.063,1565,2720,1,0.98,11,20,2,4,0.64,0.12,0.3,0.13,0,0,-0.45,-0.5,0.02,0.01,0,-0.03,-0.02,-0.02,2,56,10,20,1,1,1,1,0.052479079,0.08179138,0.183880275,2.33,0.016112772,0.036518807,0.01,0.007717444,0.1204,0.087552,Uncertain
"Jim Wells County, TX",48249,Micropolitan,"Alice, TX",Micropolitan,TX,Region 6,40482,0.7839,0.0014,1.00E-04,0,0,1.00E-04,161,398,3,7.4,-0.41,2,0.000155031,272,672,1,2.5,3283,69,SustainedHotspot,0.117,1612,3982,0.62,-0.041,0.7,-0.3,0.158,950,2347,3,0.92,0.007,-0.09,0.19,0.151,1046,2584,3,0.73,15,32,8,17,0.75,0.3,0.8,0.06,0.02,0,3.05,-0.46,0.24,0.1,0.23,-0.05,0.01,-0.01,1,47,7.714285714,18.85714286,1,1,1,1,0.183729993,0.229509809,0.157057458,3.13,0.007311892,0.800676844,0.01,0.005953263,0.9226,0.834129,Uncertain
"Campbell County, TN",47013,Medium metro,"Knoxville, TN",Metropolitan,TN,Region 4,39842,0.0458,0.0058,1.00E-04,0,0,1.00E-04,160,402,0,0,-0.33,-1,0.000136222,239,600,3,7.5,3181,39,SustainedHotspot,0.211,265,665,0.97,0.019,-0.38,0.04,0.192,426,1069,1,0.93,-0.006,-0.19,-0.01,0.199,523,1313,1,0.94,3,5,0,0,0.4,0.11,0.38,0.23,0.19,0.16,-0.62,-1,-0.07,-0.08,-0.3,0.06,0,0.07,2,58,12,10,1,1,1,1,0.112622054,0.197031769,0.209879022,2.42,0.004593143,0.015536369,0,0.003940565,0.7338,0.565107,Uncertain
"Lincoln County, MS",28085,Micropolitan,"Brookhaven, MS",Micropolitan,MS,Region 4,34153,1,0.0115,1.00E-04,0,0,1.00E-04,159,466,4,11.7,-0.13,1,0.000103734,182,533,2,5.9,2933,85,SustainedHotspot,0.107,412,1206,0.79,0.026,-0.07,0.18,0.081,443,1297,3,0.61,-0.005,0.2,-0.19,0.086,370,1083,2,0.8,9,13,25,36,0.52,0.29,0.95,0.68,0.27,0.2,-0.53,0.25,-0.02,-0.03,-0.05,-0.21,-0.08,-0.08,1,69,8,22,1,1,1,1,0.131095761,0.220298931,0.174596668,2.63,0.300734928,0.013468802,0,0.004245601,0.7586,0.620821,Uncertain
"Portage County, WI",55097,Micropolitan,"Stevens Point, WI",Micropolitan,WI,Region 5,70772,1,0.0122,2.00E-04,7512,0.1061,1.00E-04,153,216,3,4.2,-0.29,0,0.000121973,214,302,3,4.2,6319,60,SustainedHotspot,0.117,1250,1766,1,-0.037,-0.04,0,0.153,1298,1834,1,1,0.018,0.07,0,0.136,1215,1717,1,1,7,12,1,2,0.7,0.13,0.83,0.25,0.14,0.04,-0.23,-0.67,0.05,-0.01,-0.01,-0.29,-0.01,-0.05,2,59,1.714285714,11,1,1,1,1,0.048704162,0.12535888,0.173260612,2.37,0.008958345,0.033925846,0,0.031340078,0.1653,0.078956,Uncertain
"Daviess County, IN",18027,Micropolitan,"Washington, IN",Micropolitan,IN,Region 5,33351,1,0.005,1.00E-04,0,0,1.00E-04,153,459,2,6,0.13,0,7.69E-05,135,405,2,6,2587,72,SustainedHotspot,0.199,628,1883,0.94,-0.002,-0.04,-0.02,0.201,657,1970,2,0.96,0.035,0.13,0.05,0.166,580,1739,2,0.91,32,46,0,0,0.79,0.07,0.63,0,0,0,-0.2,-1,0.02,-0.02,0.02,-0.2,-0.07,-0.03,1,69,7,10,1,1,1,1,0.232520175,0.126793151,0.154328206,2.83,0.021168781,0.052382237,0,0.005067314,0.6882,0.644062,Uncertain
"Boyle County, KY",21021,Micropolitan,"Danville, KY",Micropolitan,KY,Region 4,30060,0.5505,0.0067,1.00E-04,1433,0.0477,1.00E-04,153,509,7,23.3,-0.69,1.33,0.000280424,492,1637,3,10,2807,12,SustainedHotspot,0.189,760,2528,0.99,-0.038,-0.31,0.02,0.227,1096,3646,1,0.97,-0.043,0.34,0.01,0.27,819,2725,1,0.96,20,15,0,0,0.73,0.18,0.69,0.27,0.41,0.14,0,-1,0.13,-0.04,0.29,0.01,-0.03,-0.15,1,135,21,17,1,1,1,1,0.047472019,0.143520425,0.196007984,2.45,0.079574185,0.034497671,0,0.010212908,0.4315,0.313594,Uncertain
"Putnam County, IN",18133,Large fringe metro,"Indianapolis-Carmel-Anderson, IN",Metropolitan,IN,Region 5,37576,0.0181,0.0056,1.00E-04,2139,0.0569,1.00E-04,151,402,5,13.3,-0.06,0.67,9.12E-05,160,426,3,8,2800,47,SustainedHotspot,0.167,658,1751,0.94,-0.049,0,0.02,0.216,658,1751,2,0.92,0.008,-0.09,0.03,0.208,722,1921,2,0.89,14,56,3,12,0.16,0.09,0.04,0.03,0,0,0.56,-0.57,-0.2,0.01,0.01,0,-0.02,-0.02,1,25,10,6,1,1,1,1,0.079780315,0.12357521,0.170614222,2.4,0.037364275,0.020305514,0,0.012108793,0.3484,0.275708,Uncertain
"Jasper County, IA",19099,Micropolitan,"Des Moines-West Des Moines, IA",Metropolitan,IA,Region 7,37185,0.0532,0.0118,1.00E-04,0,0,1.00E-04,151,406,0,0,0.34,-1,6.44E-05,113,304,2,5.4,3178,55,SustainedHotspot,0.125,1044,2808,1,0,0.05,0.05,0.124,991,2665,1,0.95,0.015,0.15,0.02,0.109,862,2318,2,0.93,2,9,1,5,0.33,0.03,0.25,0.1,0,0,-0.41,0.17,-0.1,-0.1,-0.43,-0.01,0,0,1,21.57142857,2.857142857,6,1,1,1,1,0.035569653,0.098101807,0.194944198,2.41,0.022105688,0.027537986,0,0.006481108,0.2548,0.397007,Uncertain
"Montour County, PA",42093,Small metro,"Bloomsburg-Berwick, PA",Metropolitan,PA,Region 3,18230,0.2191,0.0014,1.00E-04,0,0,1.00E-04,149,817,5,27.4,1.22,0,3.82E-05,67,368,5,27.4,1369,35,SustainedHotspot,0.151,877,4811,0.92,-0.017,-0.07,0.04,0.167,945,5184,1,0.88,-0.009,-0.19,0.1,0.177,1167,6402,2,0.78,172,15,151,13,0.84,0.29,0.89,0.37,0.27,0.11,0.35,-0.22,0,-0.02,0.02,-0.08,-0.04,-0.02,2,1153.428571,195,361.8571429,1,1,1,1,0.053749434,0.111180548,0.215194734,2.34,0.016675809,0.028908393,0,0.034339002,0.3111,0.131805,Uncertain
"Washington County, MS",28151,Micropolitan,"Greenville, MS",Micropolitan,MS,Region 4,43909,1,0.0148,1.00E-04,0,0,1.00E-04,147,335,3,6.8,-0.45,0,0.000151041,265,604,3,6.8,4734,122,SustainedHotspot,0.201,278,633,0.97,-0.02,-0.26,0.12,0.222,374,852,1,0.85,-0.03,-0.26,-0.02,0.252,504,1148,1,0.87,3,2,1,1,0.64,0.17,0.91,0.29,0.28,0.15,-0.75,0,-0.03,-0.01,-0.08,0.07,-0.04,0,2,159,26.28571429,40,1,1,1,1,0.182387375,0.333175661,0.166799517,2.54,0.719237514,0.017331299,0,0.00781161,0.9783,0.84177,Uncertain
"Fayette County, WV",54019,Small metro,"Beckley, WV",Metropolitan,WV,Region 3,42406,0.3663,0.0237,1.00E-04,0,0,1.00E-04,146,344,2,4.7,-0.22,-0.6,0.000106014,186,439,5,11.8,2116,55,SustainedHotspot,0.094,3228,7612,0.55,-0.042,0.08,-0.02,0.137,2992,7056,3,0.57,0.02,0.16,0.12,0.117,2572,6065,4,0.45,6,12,0,0,0.51,0.08,0.14,0.05,0,0,0,-1,0.02,0,-0.19,-0.24,0,0,2,50,3,6,1,1,1,1,0.070795843,0.199796753,0.217587134,2.38,0.043460831,0.012168089,0,0.002876951,0.764,0.353072,Uncertain
"St. Francis County, AR",5123,Micropolitan,"Forrest City, AR",Micropolitan,AR,Region 6,24994,1,0.0083,1.00E-04,0,0,1.00E-04,145,580,5,20,-0.22,4,0.000106584,187,748,1,4,3090,26,SustainedHotspot,0.109,1382,5529,0.97,-0.019,0.49,-0.03,0.128,930,3721,0,1,0.026,0.05,0.09,0.102,882,3529,1,0.91,9,16,5,9,0.28,0.15,0.57,0.4,0.26,0.19,5.6,10,-0.34,0.09,0,0.05,0.24,0.19,2,55,6,6,0.5,0.5,1,0.5,0.103440757,0.266057062,0.168360406,2.45,0.521885252,0.054733136,0.01,0.006401536,0.9691,0.857689,Uncertain
"Pettis County, MO",29159,Micropolitan,"Sedalia, MO",Micropolitan,MO,Region 7,42339,1,0.0069,1.00E-04,0,0,1.00E-04,145,342,1,2.4,-0.29,-0.83,0.000116273,204,482,6,14.2,4454,68,SustainedHotspot,0.183,164,387,1,0.029,0.21,0.03,0.154,136,321,1,0.97,0.026,-0.35,-0.01,0.129,210,496,1,0.98,6,8,48,62,0.88,0.33,0.68,0.43,0.22,0.14,-0.7,0.56,0.09,0,0.11,0.06,-0.03,-0.05,1,77.14285714,9,11,1,1,1,1,0.134467473,0.172260158,0.171095208,2.6,0.031106072,0.087720541,0.01,0.008833463,0.8035,0.753582,Uncertain
"Platte County, MO",29165,Large fringe metro,"Kansas City, MO-KS",Metropolitan,MO,Region 7,104418,0.0484,0.017,3.00E-04,4215,0.0404,1.00E-04,143,137,2,1.9,-0.05,0,8.61E-05,151,145,2,1.9,2771,27,SustainedHotspot,0.195,677,648,0.98,-0.083,0.05,0.01,0.278,643,616,1,0.97,0.029,0,0.01,0.25,645,618,2,0.96,14,16,5,6,1,0.34,1,0.9,0.31,0.3,0.25,0.08,0.02,-0.01,0.06,0.09,0.01,0.04,1,85,12.28571429,10,1,1,1,1,0.062475763,0.068803006,0.149792181,2.54,0.073320692,0.063456492,0.01,0.029439369,0.0959,0.15823,Uncertain
"Decatur County, GA",13087,Micropolitan,"Bainbridge, GA",Micropolitan,GA,Region 4,26404,1,0.0025,1.00E-04,0,0,1.00E-04,143,542,1,3.8,0.25,-0.67,6.50E-05,114,432,3,11.4,2286,55,SustainedHotspot,0.153,346,1310,0.56,-0.006,1.12,0,0.16,163,617,0,0.56,0.013,-0.52,0.19,0.146,342,1295,0,0.37,11,35,5,16,0.97,0.41,0.83,0.5,0,0,-0.27,-0.38,0.23,0.14,-0.02,-0.02,0,0,1,31,6,6,1,1,1,1,0.190613662,0.252634465,0.166527799,2.53,0.419671262,0.06544463,0.01,0.006627784,0.9455,0.912767,Uncertain
"Broomfield County, CO",8014,Large fringe metro,"Denver-Aurora-Lakewood, CO",Metropolitan,CO,Region 8,70465,0.0237,0.0122,2.00E-04,0,0,1.00E-04,141,200,0,0,-0.07,-1,8.66E-05,152,216,1,1.4,3130,68,SustainedHotspot,0.053,2261,3209,0.92,-0.005,-0.16,0.06,0.057,2690,3817,1,0.86,0.005,0.29,0.01,0.052,2079,2950,1,0.85,14,10,5,3,0.54,0.17,0.41,0.26,0.35,0.25,-0.11,0.01,-0.04,-0.01,-0.04,-0.05,-0.02,0.02,1,145,32,19,1,1,1,1,0.046738205,0.050101084,0.142978784,2.46,0.012743915,0.127212091,0.01,0.068658199,0.049,0.002547,Uncertain
"Otter Tail County, MN",27111,Micropolitan,"Fergus Falls, MN",Micropolitan,MN,Region 5,58746,1,0.0104,2.00E-04,0,0,1.00E-04,141,240,5,8.5,-0.1,-0.29,8.89E-05,156,266,7,11.9,4513,62,SustainedHotspot,0.059,2658,4525,0.99,-0.002,-0.03,0.01,0.061,2740,4664,1,0.98,-0.009,0.18,0,0.07,2331,3968,2,0.98,4,6,0,0,0.48,0.05,0.71,0.14,0,0,0,-1,0.03,0.01,0.14,0.14,0,0,2,70,5,23,1,1,1,1,0.046860013,0.092158618,0.244578354,2.35,0.015609573,0.036598236,0.01,0.006349368,0.2099,0.177969,Uncertain
"Bee County, TX",48025,Micropolitan,"Beeville, TX",Micropolitan,TX,Region 6,32565,1,0.0011,1.00E-04,0,0,1.00E-04,140,430,4,12.3,-0.25,1,0.000106014,186,571,2,6.1,3004,52,SustainedHotspot,0.171,673,2067,0.77,-0.004,0.03,-0.21,0.175,651,1999,2,0.98,-0.084,0.52,0.02,0.259,429,1317,1,0.96,8,9,9,10,0.29,0.16,0.48,0.28,0.05,0.01,-0.29,-0.06,-0.04,0.04,-0.07,-0.08,-0.13,0,1,87,11.71428571,20,1,1,1,1,0.199592993,0.216900843,0.125625672,2.92,0.083279595,0.593152157,0.01,0.006417933,0.9694,0.893028,Uncertain
"Houghton County, MI",26061,Micropolitan,"Houghton, MI",Micropolitan,MI,Region 5,35684,0.944,0.0036,1.00E-04,6814,0.191,1.00E-04,140,392,0,0,-0.19,-1,9.80E-05,172,482,2,5.6,2286,34,SustainedHotspot,0.071,1579,4425,0.83,-0.025,0.39,0.03,0.096,1133,3175,1,0.8,0.051,-0.39,0.16,0.045,1847,5176,2,0.64,5,7,4,6,0.36,0.04,0.27,0.02,0,0,0.25,-0.43,0.07,0.02,-0.16,0,0,0,2,67,8,14,1,1,1,1,0.072796082,0.209136247,0.179099877,2.54,0.008995628,0.017907185,0.01,0.029565071,0.4962,0.355619,Uncertain
"Hancock County, WV",54029,Small metro,"Weirton-Steubenville, WV-OH",Metropolitan,WV,Region 3,28810,0.2482,0.0161,1.00E-04,0,0,1.00E-04,139,482,10,34.7,-0.32,-0.29,0.000116273,204,708,14,48.6,2265,66,SustainedHotspot,0.151,1453,5043,0.67,-0.082,-0.1,-0.07,0.233,1611,5592,3,0.74,-0.043,0.74,0.23,0.277,925,3211,3,0.51,19,10,0,0,0.74,0.14,0.49,0.26,0.35,0.22,-0.54,-1,0.07,-0.04,-0.03,0,0.1,0.05,2,193,19,21,1,1,1,1,0.063905687,0.130831574,0.237452274,2.32,0.026345019,0.016001388,0,0.004928844,0.4051,0.268386,Uncertain
"Marinette County, WI",55075,Micropolitan,"Marinette, WI-MI",Micropolitan,WI,Region 5,40350,0.6392,0.0069,1.00E-04,0,0,1.00E-04,137,340,3,7.4,0.33,-0.5,5.87E-05,103,255,6,14.9,4114,54,SustainedHotspot,0.082,1509,3740,1,0.014,0.01,0.01,0.068,1494,3703,1,0.99,0.017,-0.01,-0.01,0.051,1509,3740,1,1,6,7,10,12,0.6,0.12,0.57,0.15,0.06,0,-0.14,-0.33,0.01,-0.05,-0.05,-0.04,-0.06,-0.01,1,83,14,24.57142857,1,1,1,1,0.05268675,0.132521581,0.245204461,2.13,0.006171004,0.019776952,0.01,0.00535316,0.2971,0.091691,Uncertain
"Blue Earth County, MN",27013,Small metro,"Mankato, MN",Metropolitan,MN,Region 5,67653,0.6637,0.012,2.00E-04,11760,0.1738,1.00E-04,137,203,1,1.5,-0.26,-0.75,0.000106014,186,275,4,5.9,5363,33,SustainedHotspot,0.053,2861,4229,0.99,-0.008,-0.17,-0.01,0.061,3451,5101,1,1,0.003,0.25,0.01,0.058,2761,4081,1,0.99,6,3,11,6,0.63,0.08,0.75,0.03,0.03,0,0,-0.31,-0.02,-0.05,-0.06,-0.1,-0.05,-0.03,1,180,10.71428571,33,1,1,1,1,0.037086093,0.180799135,0.142299676,2.42,0.041949359,0.039377411,0,0.024847383,0.2838,0.034066,Uncertain
"Muhlenberg County, KY",21177,Non-core,"Central City, KY",Micropolitan,KY,Region 4,30622,1,0.0069,1.00E-04,0,0,1.00E-04,137,447,5,16.3,-0.48,1.5,0.000151041,265,865,2,6.5,2322,35,SustainedHotspot,0.141,775,2531,0.99,-0.07,0.09,0.07,0.211,711,2322,1,0.92,0.009,0.27,-0.06,0.202,560,1829,1,0.98,7,20,4,11,1.2,0.12,0.98,0.16,0.1,0,2.5,1,0.2,0.04,0.14,0.14,0.1,0,1,35,7,3,1,1,1,1,0.064019982,0.173798552,0.196362093,2.67,0.047808765,0.015511724,0,0.003330939,0.6134,0.626552,Uncertain
"Burleigh County, ND",38015,Small metro,"Bismarck, ND",Metropolitan,ND,Region 8,95626,0.7416,0.1255,3.00E-04,4982,0.0521,1.00E-04,135,141,2,2.1,-0.22,-0.33,9.86E-05,173,181,3,3.1,13988,181,SustainedHotspot,0.02,3148,3292,1,-0.008,0.05,0,0.028,2996,3133,1,1,0.016,-0.15,0,0.012,3528,3689,2,1,22,5,25,6,0.7,0.11,0.82,0.27,0.19,0.07,-0.35,0,-0.01,-0.04,-0.03,-0.1,-0.02,0,2,411.4285714,25.42857143,92,1,1,1,1,0.0554235,0.083434086,0.165844017,2.29,0.022891264,0.02754481,0.04,0.009150231,0.1739,0.02738,Uncertain
"Coles County, IL",17029,Micropolitan,"Charleston-Mattoon, IL",Micropolitan,IL,Region 5,50621,0.8246,0.004,2.00E-04,4767,0.0942,1.00E-04,134,265,3,5.9,-0.43,-0.4,0.000133942,235,464,5,9.9,4663,79,SustainedHotspot,0.071,1891,3736,1,-0.059,0.24,0.01,0.13,1520,3003,0,0.99,0.031,0.1,-0.01,0.099,1382,2730,0,1,13,10,13,10,0.83,0.16,0.86,0.32,0.03,0.01,-0.38,0.44,0.05,-0.04,-0.03,-0.05,-0.06,-0.02,1,132,9,33,1,1,1,1,0.062691012,0.214615385,0.174789119,2.26,0.038580826,0.027261413,0,0.010509472,0.4978,0.439032,Uncertain
"Grays Harbor County, WA",53027,Micropolitan,"Aberdeen, WA",Micropolitan,WA,Region 10,75061,1,0.0099,2.00E-04,0,0,1.00E-04,134,179,1,1.3,-0.56,0,0.00017498,307,409,1,1.3,2661,28,SustainedHotspot,0.094,849,1131,0.99,0.006,0.56,0,0.088,543,723,1,0.99,-0.057,0.55,0.01,0.145,351,468,1,0.98,3,5,17,30,0.84,0.15,0.93,0.27,0.02,0.02,0.35,0.39,0.06,-0.06,0.11,-0.38,-0.05,-0.05,2,56.85714286,4.285714286,30,1,1,1,1,0.084446696,0.159669609,0.223045257,2.44,0.012469858,0.103182745,0.06,0.01488123,0.8392,0.66412,Uncertain
"Wapello County, IA",19179,Micropolitan,"Ottumwa, IA",Micropolitan,IA,Region 7,34969,1,0.0111,1.00E-04,0,0,1.00E-04,134,383,4,11.4,0.1,1,6.95E-05,122,349,2,5.7,3400,97,SustainedHotspot,0.122,831,2376,0.95,-0.034,0.14,0.02,0.155,727,2079,1,0.93,0.013,0.4,0.05,0.142,520,1487,2,0.88,2,3,13,16,0.68,0.06,0.98,0.56,0,0,1,0.44,0.07,0.01,0.04,0.27,0,0,1,79,6.857142857,6,1,1,1,1,0.059866202,0.155161421,0.183676971,2.39,0.035545769,0.111470159,0.01,0.016042781,0.7439,0.351799,Uncertain
"Buffalo County, NE",31019,Micropolitan,"Kearney, NE",Micropolitan,NE,Region 7,49659,0.8843,0.0257,1.00E-04,4212,0.0848,1.00E-04,132,266,1,2,0.15,-0.75,6.55E-05,115,232,4,8.1,4576,53,SustainedHotspot,0.272,657,1323,0.95,0.037,0.55,0,0.236,424,854,1,0.95,-0.004,-0.03,0.02,0.24,438,882,1,0.93,27,16,0,0,0.76,0.12,0.71,0.2,0.31,0.18,0.7,-1,0.07,-0.01,0.06,-0.03,-0.07,-0.04,2,166,33.14285714,28,1,1,1,1,0.084019226,0.140755536,0.150486317,2.44,0.010592239,0.093316418,0.01,0.015344651,0.2656,0.180834,Uncertain
